Country,Continent,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Image url
Comoros,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/km.svg
Congo,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cook Islands,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Costa Rica,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/cr.svg
Cote d'Ivoire,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/ci.svg
Croatia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.583,16.338,12.86,13.454,16.071,16.804,23.25,17.308,17.805,21.666,19.081,21.094,17.079,15.828,21.983,20.175,18.881999999999998,13.388,16.354,20.841,25.715999999999998,14.435,14.17,24.939,26.471,19.508000000000003,21.233,17.538,24.104999999999997,19.444,19.641000000000002,24.436,20.547,https://public.flourish.studio/country-flags/svg/hr.svg
Cuba,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/cu.svg
Curacao,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/cw.svg
Cyprus,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.004,0.006,0.009000000000000001,0.012,0.105,0.347,0.567,0.758,0.724,0.938,0.998,1.021,1.092,1.204,1.407,1.87,2.2560000000000002,https://public.flourish.studio/country-flags/svg/cy.svg
Czechia,Europe,6.599,6.22,5.606,4.339,3.541,5.057,3.572,3.738,3.197,5.379,5.364,4.276,5.816,5.411,6.78,7.094,6.094,4.938,5.462,7.354,11.742999999999999,22.995,37.653,39.735,40.093999999999994,39.143,37.644999999999996,38.906,39.877,41.139,40.623000000000005,42.284000000000006,40.476,41.521,42.872,43.76,47.614999999999995,59.763000000000005,76.022,78.642,74.821,78.515,77.282,78.007,80.751,84.927,87.399,92.657,94.711,91.06200000000001,81.843,74.322,84.76700000000001,88.077,89.676,89.056,90.67500000000001,90.724,
Democratic Republic of Congo,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Denmark,Europe,0.074,0.077,0.074,0.062,0.065,0.071,0.071,0.071,0.071,0.071,0.062,0.056,0.077,0.089,0.104,0.132,0.136,0.145,0.179,0.187,0.24,0.456,0.601,0.96,1.335,1.888,2.2630000000000003,2.7889999999999997,3.139,3.458,3.5709999999999997,3.685,5.777000000000001,8.419999999999998,9.05,12.634,12.735,14.331999999999999,16.192,19.051,19.009,17.453,20.364,19.547,18.831000000000003,21.749999999999996,27.053,28.493,31.764,37.084999999999994,39.736000000000004,36.26,41.382000000000005,39.341,45.155,46.033,45.477,54.63399999999999,https://public.flourish.studio/country-flags/svg/dk.svg
Djibouti,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/dj.svg
Dominica,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/dm.svg
Dominican Republic,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/do.svg
East Timor,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ecuador,South America,0.736,0.843,0.928,0.97,1.076,1.198,1.301,1.316,1.286,1.478,1.857,1.789,1.65,2.339,2.097,2.578,2.303,2.647,5.089,9.56,9.696,11.863,13.513,14.27,14.649,14.746,15.009,14.707,17.181,19.413,15.26,18.757,19.321,19.238,21.222,22.506,20.772,21.962,20.824,21.358,19.708,20.286,25.558,31.743,25.773,23.981,30.721,33.563,30.25,31.302,35.631,42.717,53.757000000000005,55.021,65.278,64.207,67.178,64.485,https://public.flourish.studio/country-flags/svg/ec.svg
Egypt,Africa,5.123,5.397,5.815,8.873,11.801,13.865,14.924,15.264,15.237,18.086,20.086,23.666,26.724,29.364,28.41,28.985,30.2,31.024,29.024,28.475,27.051,26.53,26.523,26.107,28.053,29.431,29.322,28.978,29.843,31.723,33.095,33.958,34.807,35.793,39.778,42.163,42.873000000000005,41.471,38.357,38.431,37.669,38.102000000000004,42.077999999999996,45.038,41.366,39.937000000000005,40.634,40.766999999999996,40.441,39.971999999999994,42.064,42.370999999999995,41.251000000000005,43.559,54.164,64.577,64.742,62.479000000000006,
El Salvador,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/sv.svg
Equatorial Guinea,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gq.svg
Eritrea,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/er.svg
Estonia,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.015,0.022,0.02,0.05499999999999999,0.087,0.216,0.255,0.319,0.453,0.634,0.844,1.0989999999999998,1.3059999999999998,1.517,1.7169999999999999,2.0140000000000002,1.7100000000000002,2.032,1.804,2.0549999999999997,2.6180000000000003,2.904,3.3289999999999997,https://public.flourish.studio/country-flags/svg/ee.svg
Eswatini,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/sz.svg
Ethiopia,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/et.svg
Faroe Islands,Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/fo.svg
Fiji,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/fj.svg
Finland,Europe,27.658,30.696,34.388,31.016,25.86,28.163,31.583,30.693,31.284,37.563,36.102,28.038,43.519,38.173,51.141000000000005,50.0,81.699,85.974,90.089,92.336,90.17699999999999,90.394,96.15299999999999,94.612,92.32300000000001,86.637,94.388,99.33000000000001,96.408,90.001,92.78,90.369,95.53999999999999,106.58600000000001,103.12799999999999,107.369,103.203,94.091,91.35,106.594,103.906,95.7,104.187,110.73599999999999,99.25999999999999,97.422,97.055,108.08,98.855,100.613,111.525,110.173,109.602,108.74600000000001,109.387,121.833,122.756,130.621,https://public.flourish.studio/country-flags/svg/fi.svg
France,Europe,141.172,158.338,140.072,157.85299999999998,166.764,183.812,170.94,185.796,182.893,208.012,229.518,188.375,276.594,288.547,309.788,379.39099999999996,512.3439999999999,517.748,614.6850000000001,736.874,818.972,905.931,961.879,1008.0699999999999,1000.314,1050.491,1110.511,1164.25,1236.645,1254.464,1286.6309999999999,1322.779,1310.7810000000002,1284.605,1333.218,1374.42,1405.638,1400.405,1399.5649999999998,1412.842,1390.869,1395.6670000000001,1367.593,1379.967,1279.791,1344.73,1334.509,1332.925,1357.8049999999998,1367.65,1354.3609999999999,1275.079,1237.2330000000002,1320.677,1279.4180000000001,1192.3139999999999,1242.2269999999999,1005.174,https://public.flourish.studio/country-flags/svg/fr.svg
French Polynesia,Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/pf.svg
Gabon,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/ga.svg
Gambia,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Georgia,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/ge.svg
Germany,Europe,48.271,52.6,52.717,54.981,54.56,70.274,57.425,66.06899999999999,79.384,93.184,118.936,124.745,169.052,178.78699999999998,202.09199999999998,214.122,244.838,269.55,276.836,350.644,444.85,425.184,462.307,504.378,512.768,484.193,465.41700000000003,506.519,493.40700000000004,491.448,505.452,520.251,548.152,528.049,559.9590000000001,582.98,582.222,577.5840000000001,568.75,598.337,587.491,609.525,564.59,587.588,543.591,572.713,527.255,536.378,544.307,560.069,607.952,586.916,632.973,647.933,692.954,687.303,654.1189999999999,617.557,https://public.flourish.studio/country-flags/svg/de.svg
Ghana,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gh.svg
Greece,Europe,2.369,5.116,4.909,4.045,6.077,7.795,7.842,7.916,6.573,6.94,5.958,5.556,5.683,8.835,10.545,10.069,10.074,10.53,6.919,8.463,8.294,9.566,8.223,6.9990000000000006,5.621,5.237,9.17,6.538,6.8870000000000005,7.794,10.536000000000001,12.969,11.584999999999999,11.198,14.056999999999999,12.254,8.382,10.073,16.782999999999998,16.695,17.996000000000002,21.526999999999997,12.472999999999999,15.623,22.19,28.718,21.895,27.246000000000002,38.522,32.397999999999996,39.368,39.134,35.903,41.894,41.37,44.911,56.617999999999995,58.876000000000005,https://public.flourish.studio/country-flags/svg/gr.svg
Greenland,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gl.svg
Grenada,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gd.svg
Guatemala,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gt.svg
Guinea,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gn.svg
Guinea-Bissau,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gw.svg
Guyana,South America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/gy.svg
Haiti,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/ht.svg
Honduras,North America,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://public.flourish.studio/country-flags/svg/hn.svg
Hong Kong,Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.003,0.006,0.01,0.011,0.01,0.01,0.013,0.012,0.018,0.019000000000000003,0.046,0.139,0.14,0.139,
Hungary,Europe,0.222,0.296,0.242,0.263,0.281,0.26,0.284,0.325,0.299,0.24,0.482,0.488,0.441,0.408,0.432,0.331,0.497,0.47,7.4750000000000005,11.221,18.845,21.520999999999997,31.673,38.65,39.882999999999996,39.48800000000001,39.522,40.089999999999996,39.637,40.339999999999996,40.281,40.848,40.273,40.038,40.532999999999994,40.762,40.371,39.650000000000006,31.157,33.556,38.619,37.405,40.729,41.135,42.904,43.966,43.863,44.275000000000006,42.802,43.456999999999994,43.794999999999995,44.417,44.64,43.8,47.645,49.28,52.375,53.714999999999996,https://public.flourish.studio/country-flags/svg/hu.svg
Iceland,Europe,1.895,1.845,1.965,2.031,2.543,4.178,4.553,5.035,6.449,6.677,6.522,6.947,7.451,7.703,8.336,9.028,9.121,10.075,10.609,11.053,10.831,11.36,11.574,12.313,12.458,12.282,12.282,12.728,13.191,13.334,13.83,14.082,15.38,16.605,17.866,18.778,19.309,20.346,20.54,20.552,20.088,20.74,23.734,34.922,34.293,34.95,34.502,33.826,35.072,34.897000000000006,37.14,36.083999999999996,37.436,36.557,35.501000000000005,34.571000000000005,36.137,36.973,https://public.flourish.studio/country-flags/svg/is.svg
India,Asia,56.676,59.186,66.229,76.435,86.921,93.712,101.476,98.43599999999999,107.57900000000001,103.285,123.381,130.24699999999999,139.137,172.53,166.83499999999998,170.887,181.70499999999998,153.555,150.792,170.2,166.002,169.691,159.88000000000002,178.739,198.796,214.57100000000003,234.273,225.602,227.104,251.78400000000002,247.57500000000002,230.656,239.132,282.776,283.62100000000004,277.10200000000003,270.99399999999997,260.4,259.055,363.886,344.87,395.172,428.289,405.283,387.685,417.623,516.986,485.62,537.9590000000001,570.6569999999999,563.7739999999999,588.297,654.4110000000001,724.581,830.2950000000001,855.1859999999999,886.7299999999999,1002.329,https://public.flourish.studio/country-flags/svg/in.svg
Indonesia,Asia,5.397,7.018,7.88,9.736,10.18,12.376,4.077,3.646,4.6,5.097,5.345,3.136,5.214,3.724,4.143,3.751,3.737,4.077,6.129,6.691,8.181,13.173,13.552,14.885,18.57,19.198,21.909,28.522,26.291,23.605,24.523,26.094,17.345,30.645,30.693,29.617,34.24,28.993,26.388,27.877,30.71,27.381,31.913,32.396,31.802000000000003,48.462,34.274,35.115,46.137,41.091,37.027,50.07,49.663,57.986,57.368,65.58,66.271,72.87100000000001,https://public.flourish.studio/country-flags/svg/id.svg
Iran,Asia,5.083,5.462,5.881,6.325,6.808,7.331,7.88,10.35,8.769,9.657,10.141,11.343,11.722,18.361,15.917,16.505,18.021,18.91,18.504,17.302,17.443,20.847,23.112,24.383,19.906,21.826,16.58,27.216,31.146,20.391,24.611,26.063,17.567,22.142,15.311,11.288,12.209,23.474,27.886,34.52,41.574000000000005,53.022999999999996,51.179,21.451999999999998,19.407999999999998,28.926,30.343,38.878,51.584999999999994,50.416,45.104,58.348,64.701,46.081,108.731,81.386,52.397000000000006,41.015,https://public.flourish.studio/country-flags/svg/ir.svg
Iraq,Asia,0.209,0.274,0.314,0.379,0.418,0.51,0.591,0.591,0.858,1.183,1.363,1.357,1.674,2.094,3.052,2.04,1.804,1.774,1.774,1.804,1.804,1.774,7.688,7.688,7.688,13.751,6.343,15.433,18.22,18.475,21.053,19.189,19.54,18.326,10.524,9.452,10.873,13.31,13.793,16.569,14.013,14.201,12.912,8.239,7.904,10.034,9.378,12.056,12.687,7.836,7.011,9.178,5.944,5.805,14.076,11.922999999999998,9.74,9.686,https://public.flourish.studio/country-flags/svg/iq.svg
